Denmark,decisions,Crawled,https://www.datatilsynet.dk/afgoerelser/afgoerelser;        https://www.datatilsynet.dk/afgoerelser/boedesager
Denmark,permissions,Crawled,https://www.datatilsynet.dk/afgoerelser/tilladelser
Denmark,guides,notCrawled,https://www.datatilsynet.dk/hvad-siger-reglerne/vejledning
Denmark,reports,Crawled,https://www.datatilsynet.dk/om-datatilsynet/aarsberetninger-og-aarsrapporter
Estonia,Prescriptions,Crawled,https://www.aki.ee/et/inspektsioon-kontaktid/menetlusotsused/ettekirjutused
Estonia,Instructions,Crawled,https://www.aki.ee/et/koik-juhised-loetelus
Estonia,annual reports,Crawled,https://aastaraamat.aki.ee/
Finland,Decisions,Crawled,https://tietosuoja.fi/en/current-issues
Finland,advice,Crawled,https://tietosuoja.fi/en/current-issues
Finland,Notices,Crawled,https://tietosuoja.fi/en/current-issues
Finland,guides,Crawled,https://tietosuoja.fi/en/current-issues
France,decisions,Crawled,https://www.cnil.fr/fr/deliberations
France,deliberations,Crawled,https://www.cnil.fr/fr/deliberations
France,notices,Crawled,https://www.cnil.fr/fr/thematique/cnil/mises-en-demeure
France,guidelines,Crawled,https://www.cnil.fr/fr/decisions/lignes-directrices-recommandations-CNIL
France,reports,Crawled,https://www.cnil.fr/fr/tag/Rapport+annuel
Germany,Press Release_Federal-DPA, Crawled, https://www.bfdi.bund.de/DE/DerBfDI/Presse/Pressemitteilungen/pressemitteilungen_node.html
Germany,Press Release_Baden-Württemberg,Crawled,https://www.baden-wuerttemberg.datenschutz.de/pressemitteilungen/
Germany,Press Release_Bavaria_PrivateSector,Crawled,https://www.lda.bayern.de/de/pressemitteilungen.html
Germany,Press Release_Bavaria_PublicSector, Crawled, https://www.datenschutz-bayern.de/nav/0301.html;        https://www.datenschutz-bayern.de/nav/0305.html
Germany,Press Release_Berlin,Crawled,https://www.datenschutz-berlin.de/pressemitteilungen/
Germany,Press Release_Brandenburg,Crawled,https://www.lda.brandenburg.de/lda/de/service/presseinformationen/
Germany,Press Release_Bremen,Crawled,https://www.datenschutz.bremen.de/publikationen/pressemitteilungen-17873
Germany,Press Release_Hamburg,Crawled,https://datenschutz-hamburg.de/pressemitteilungen/
Germany,Activity Reports_Hessen,Crawled,https://datenschutz.hessen.de/infothek/taetigkeitsberichte
Germany,Press Release_Mecklenburg-Vorpommern,Crawled,https://www.datenschutz-mv.de/presse/
Germany,Press Release_Lower Saxony,Crawled,https://lfd.niedersachsen.de/startseite/infothek/presseinformationen/
Germany,Press Release_North Rhine-Westphalia,NotCrawled,https://www.ldi.nrw.de/infothek
Germany,Press Release_Rhineland-Palatinate,Crawled,https://www.datenschutz.rlp.de/de/aktuelles/
Germany,Press Release_Saarland,Crawled,https://www.datenschutz.saarland.de/ueber-uns/oeffentlichkeitsarbeit#c1817
Germany,Press Release_Saxony,Crawled,https://www.datenschutz.sachsen.de/neues.html
Germany,Press Release_Saxony-Anhalt,Crawled,https://datenschutz.sachsen-anhalt.de/landesbeauftragter/pressemitteilungen/
Germany,Press Release_Schleswig Holstein,Crawled,https://www.datenschutzzentrum.de/kategorie/2-2-Pressemitteilungen
Germany,Press Release_Thuringia,Crawled,https://www.tlfdi.de/presse/pressemitteilungen/
Greece,Decisions,Crawled,https://www.dpa.gr/el/enimerwtiko/prakseisArxis?field_year_from=2018&field_year_to=&field_category=239&field_thematic=All&field_protocol_number=&field_keywords=&page=0
Greece,recommendations,Crawled,https://www.dpa.gr/el/enimerwtiko/prakseisArxis?field_year_from=&field_year_to=&field_category=246&field_thematic=All&field_protocol_number=&field_keywords=
Greece,Opinions,Crawled,https://www.dpa.gr/el/enimerwtiko/prakseisArxis?field_year_from=&field_year_to=&field_category=238&field_thematic=All&field_protocol_number=&field_keywords=
Greece,annual reports,Crawled,https://www.dpa.gr/enimerwtiko/etisies-ektheseis
Greece,Guidelines,Crawled,https://www.dpa.gr/el/enimerwtiko/prakseisArxis?field_year_from=&field_year_to=&field_category=245&field_thematic=All&field_protocol_number=&field_keywords=
Hungary,decisions,Crawled,https://www.naih.hu/hatarozatok-vegzesek?start=0;
Hungary,recommendations,Crawled, https://naih.hu/adatvedelmi-ajanlasok
Hungary,notices,Crawled,https://www.naih.hu/dontesek-adatvedelem-tajekoztatok-koezlemenyek
Hungary,resoutions,Crawled,https://www.naih.hu/adatvedelmi-allasfoglalasok?start=0
Hungary,annual reports,Crawled,https://www.naih.hu/eves-beszamolok
Ireland,decisions,Crawled,https://www.dataprotection.ie/en/dpc-guidance/law/decisions-exercising-corrective-powers-made-under-data-protection-act-2018
Ireland,judgements,Crawled,https://www.dataprotection.ie/en/dpc-guidance/law/judgments
Ireland,news,Crawled,https://www.dataprotection.ie/en/news-media/latest-news
Ireland,reports,Crawled,https://www.dataprotection.ie/en/dpc-guidance/publications/annual-reports
Ireland,blogs,Crawled,https://www.dataprotection.ie/en/dpc-guidance/blogs
Ireland,guidance,Crawled,https://www.dataprotection.ie/en/dpc-guidance
Italy,Injunctions,Crawled,https://www.garanteprivacy.it/web/guest/home/ricerca/-/search/tipologia/Ordinanza%20ingiunzione%20o%20revoca
Italy,annual reports,Crawled,https://www.garanteprivacy.it/home/attivita-e-documenti/documenti/relazioni-annuali
Italy,publications,Crawled,https://www.garanteprivacy.it/home/attivita-e-documenti/documenti/collana-contributi
Italy,newsletter,Crawled,https://www.garanteprivacy.it/home/ricerca/-/search/tipologia/Newsletter
Italy,interviews,Crawled,https://www.garanteprivacy.it/home/stampa-comunicazione/interviste
Italy,hearings,Crawled,https://www.garanteprivacy.it/home/attivita-e-documenti/documenti/audizioni
Latvia,decisions,Crawled,https://www.dvi.gov.lv/lv/lemumi
Latvia,violations,Crawled,https://www.dvi.gov.lv/lv/saraksts-par-publisko-tiesibu-subjektu-pielautajiem-vdar-prasibu-parkapumiem-un-noversanu
Latvia,annual reports,Crawled,https://www.dvi.gov.lv/lv/publikacijas-un-parskati
Latvia,opinions,Crawled,https://www.dvi.gov.lv/lv/dviskaidro
Latvia,guidance,Crawled,https://www.dvi.gov.lv/lv/dvi; https://www.dvi.gov.lv/lv/edak-pamatnostadnes
Lithuania,decisions,Crawled,https://vdai.lrv.lt/lt/naudinga-informacija/vdai-sprendimai-baudos-nurodymai-ir-kt
Lithuania,inspection reports,Crawled,https://vdai.lrv.lt/lt/naudinga-informacija/patikrinimu-rezultatu-apibendrinimai
Lithuania,guidelines,have default date,https://vdai.lrv.lt/lt/naudinga-informacija/rekomendacijos-gaires-ir-kt
Luxemborg, decisions, Crawled, https://cnpd.public.lu/fr/decisions-sanctions.html?b=0
Luxemborg,opinions,Crawled,https://cnpd.public.lu/fr/decisions-avis.html?r=f%2Faem_first_released%2F2021&
Luxemborg,guidelines,Ignore,https://cnpd.public.lu/fr/dossiers-thematiques.html
Luxemborg,annual reports,Crawled,https://cnpd.public.lu/fr/publications/rapports.html
Malta,decisions,Ignore,https://idpc.org.mt/decisions/
Malta,guidelines,Crawled,https://idpc.org.mt/for-organisations/guidelines/
Malta,news articles,NoDate,https://idpc.org.mt/news-latest/
Netherlands,decisions,Crawled,https://autoriteitpersoonsgegevens.nl/nl/publicaties/boetes-en-sancties
Netherlands,reports,Crawled,https://autoriteitpersoonsgegevens.nl/nl/publicaties/rapportages
Netherlands,opinions,Crawled,https://autoriteitpersoonsgegevens.nl/nl/wetgevingsadviezen
Netherlands,public disclosure,Crawled,https://autoriteitpersoonsgegevens.nl/nl/publicaties/wob-besluiten
Poland,decisions,Crawled,https://uodo.gov.pl/pl/p/decyzje
Poland,news,Crawled,https://uodo.gov.pl/pl/p/aktualnosci
Portugal,decisions,Crawled,https://www.cnpd.pt/decisoes/historico-de-decisoes/?year=2022
Portugal,opinions,Crawled,https://www.cnpd.pt/decisoes/historico-de-decisoes/?year=2022
Portugal,guidelines,Crawled,https://www.cnpd.pt/organizacoes/orientacoes-e-recomendacoes/
Portugal,reports,Crawled,https://www.cnpd.pt/cnpd/relatorios-de-atividades/
Romania,decsions,Crawled,https://www.dataprotection.ro/?page=allnews&lang=ro
Romania,reports,Crawled,https://www.dataprotection.ro/?page=allnews&lang=ro
Slovakia,fines,Crawled,contained in annual reports
Slovakia,reports,Crawled,https://dataprotection.gov.sk/uoou/sk/content/vyrocne-spravy
Slovakia,opinions,Crawled,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu
Slovenia,decisions,Paywall,https://www.lexology.com/library/detail.aspx?g=fefb5628-a55a-4526-abdc-3777c39e7b3d
Slovenia,opinions,Crawled,https://www.ip-rs.si/mnenja-gdpr/
Slovenia,guidelines,Crawled,https://www.ip-rs.si/publikacije/priro%C4%8Dniki-in-smernice/
Slovenia,reports,Crawled,https://www.ip-rs.si/publikacije/letna-poro%C4%8Dila/
Spain,decisions,Crawled(Run Longer),https://www.aepd.es/es/informes-y-resoluciones/resoluciones?f%5B0%5D=ley_tipificacion_de_la_gravedad%3AReglamento%20General%20de%20Protecci%C3%B3n%20de%20Datos
Spain,reports,Crawled,https://www.aepd.es/es/informes-y-resoluciones/informes-juridicos?f%5B0%5D=informes_disposiciones_estudiadas%3AReglamento%20General%20de%20Protecci%C3%B3n%20de%20Datos%20UE%202016/679
Spain,guides,Crawled,https://www.aepd.es/es/guias-y-herramientas/guias
Spain,infographics,Crawled,https://www.aepd.es/es/guias-y-herramientas/infografias
Spain,videos,Ignore,https://www.aepd.es/es/guias-y-herramientas/videos
Spain,blog,Crawled,https://www.aepd.es/es/prensa-y-comunicacion/blog
Sweden,decisions,exclude ongoing,https://www.imy.se/tillsyner/
Sweden,judgements,exclude ongoing,https://www.imy.se/tillsyner/
Sweden,publications,Crawled,https://www.imy.se/publikationer/
Sweden,guidance,Crawled,https://www.imy.se/verksamhet/dataskydd/dataskydd-pa-olika-omraden/
EDPB,decisions,Crawled,https://edpb.europa.eu/our-work-tools/consistency-findings/binding-decisions_en
EDPB,Recommendations,Crawled,https://edpb.europa.eu/our-work-tools/general-guidance/guidelines-recommendations-best-practices_en?f%5B0%5D=opinions_publication_type%3A98
EDPB,Guidelines,Crawled,https://edpb.europa.eu/our-work-tools/general-guidance/guidelines-recommendations-best-practices_en?f%5B0%5D=opinions_publication_type%3A64
EDPB,opinions,Crawled,https://edpb.europa.eu/our-work-tools/consistency-findings/opinions_en
EDPB,annual reports,Crawled,https://edpb.europa.eu/about-edpb/about-edpb/annual-reports_en
EDPB,letters,Crawled,https://edpb.europa.eu/our-work-tools/documents/letters_en

